Accession,Coreceptor
JN687826,CCR5
JN687827,CCR5
JN687828,CCR5
JN687829,CCR5
JN687830,CCR5
JN687831,CCR5
JN687832,CCR5
JN687833,CCR5
JN687834,CCR5
JN687835,CCR5
JN687836,CCR5
JN687837,CCR5
JN687838,CCR5
JN687839,CCR5
JN687840,CCR5
JN687841,CCR5
JN687842,CCR5
JN687843,CCR5
JN687844,CCR5
JN944654,CCR5
JN944655,CCR5
JN944656,CCR5
JN944657,CCR5
JN944658,CCR5
JN944659,CCR5
JN944660,CCR5
JN944661,CCR5
JN944662,CCR5
JN944663,CCR5
JN944664,CCR5
JN944665,CCR5
JN944942,CCR5
JQ003579,CCR5
JQ003580,CCR5
JQ362420,CCR5
JQ362421,CCR5
JQ362423,CCR5
JQ362424,CCR5
JQ715365,CCR5
JQ715366,CCR5
JQ715384,CCR5
JQ715393,CCR5
JQ715395,CCR5
JQ715397,CCR5
JQ715399,CCR5
JQ715402,CCR5
JQ715403,CCR5
JQ715404,CCR5
JQ715405,CCR5
JQ715406,CCR5
JQ715409,CXCR4
JQ715411,CCR5
JQ715412,CCR5
JQ715413,CCR5
JQ715414,CXCR4
JQ715416,CCR5
JQ715417,CCR5
JQ715418,CCR5
JQ777165,CCR5
JQ777166,CCR5
JQ777167,CCR5
JQ777168,CCR5
JQ777169,CCR5
JQ777170,CCR5
JQ777171,CCR5
JQ777172,CCR5
JQ777173,CCR5
JQ777174,CCR5
JQ777175,CCR5
JQ777176,CCR5
JQ777177,CCR5
JQ777178,CCR5
JQ777180,CCR5
JQ777181,CCR5
JQ777182,CCR5
JQ777183,CCR5
JQ777184,CCR5
JQ777185,CCR5
JQ777186,CCR5
JQ777187,CCR5
JQ777188,CCR5
JQ777190,CCR5
JQ777191,CCR5
JQ777192,CCR5
JQ777193,CCR5
JQ777194,CCR5
JQ779074,CCR5
JQ779075,CCR5
JQ779076,CCR5
JQ779077,CCR5
JQ779078,CCR5
JQ779079,CCR5
JQ779080,CCR5
JQ779081,CCR5
JQ779082,CCR5
JQ779083,CCR5
JQ779084,CCR5
JQ779085,CCR5
JQ779086,CCR5
JQ779087,CCR5
JQ779088,CCR5
JQ779089,CCR5
JQ779090,CCR5
JQ779091,CCR5
JQ779092,CCR5
JQ779093,CCR5
JQ779094,CCR5
JQ779095,CCR5
JQ779096,CCR5
JQ779097,CCR5
JQ779128,CCR5
JQ779129,CCR5
JQ779130,CCR5
JQ779131,CCR5
JQ779132,CCR5
JQ779133,CCR5
JQ779134,CCR5
JQ779135,CCR5
JQ779136,CCR5
JQ779137,CCR5
JQ779138,CCR5
JQ779139,CCR5
JQ779140,CCR5
JQ779141,CCR5
JQ779142,CCR5
JQ779143,CCR5
JQ779144,CCR5
JQ779145,CCR5
JQ779146,CCR5
JQ779147,CCR5
JQ779170,CCR5
JQ779171,CCR5
JQ779172,CCR5
JQ779173,CCR5
JQ779174,CCR5
JQ779175,CCR5
JQ779176,CCR5
JQ779177,CCR5
JQ779178,CCR5
JQ779179,CCR5
JQ779180,CCR5
JQ779181,CCR5
JQ779182,CCR5
JQ779183,CCR5
JQ779184,CCR5
JQ779185,CCR5
JQ779186,CCR5
JQ779187,CCR5
JQ779188,CCR5
JQ779189,CCR5
JQ779190,CCR5
JQ779191,CCR5
JQ779192,CCR5
JQ779193,CCR5
JQ779194,CCR5
JQ779195,CCR5
JQ779196,CCR5
JQ779197,CCR5
JQ779198,CCR5
JQ779199,CCR5
JQ779200,CCR5
JQ779201,CCR5
JQ779202,CCR5
JQ779203,CCR5
JQ779204,CCR5
JQ779205,CCR5
JQ779226,CCR5
JQ779227,CCR5
JQ779228,CCR5
JQ779229,CCR5
JQ779230,CCR5
JQ779231,CCR5
JQ779232,CCR5
JQ779233,CCR5
JQ779234,CCR5
JQ779235,CCR5
JQ779236,CCR5
JQ779237,CCR5
JQ779238,CCR5
JQ779239,CCR5
JQ779240,CCR5
JQ779241,CCR5
JQ779242,CCR5
JQ779243,CCR5
JQ779244,CCR5
JQ779245,CCR5
JQ779246,CCR5
JQ779247,CCR5
JQ779248,CCR5
JQ779249,CCR5
JQ779250,CCR5
JQ779251,CCR5
JQ779252,CCR5
JQ779253,CCR5
JQ779254,CCR5
JQ779255,CCR5
JQ779286,CCR5
JQ779287,CCR5
JQ779288,CCR5
JQ779289,CCR5
JQ779290,CCR5
JQ779291,CCR5
JQ779292,CCR5
JQ779293,CCR5
JQ779294,CCR5
JQ779295,CCR5
JQ779296,CCR5
JQ779297,CCR5
JQ779298,CCR5
JQ779299,CCR5
JQ779300,CCR5
JQ779301,CCR5
JQ779302,CCR5
JQ779303,CCR5
JQ779304,CCR5
JQ779305,CCR5
JQ779306,CCR5
JQ779307,CCR5
JQ779308,CCR5
JQ779309,CCR5
JQ779310,CCR5
JQ779311,CCR5
JQ779312,CCR5
JQ779313,CCR5
JQ779314,CCR5
JQ779315,CCR5
JQ779316,CCR5
JQ779317,CCR5
JQ779318,CCR5
JQ779319,CCR5
JQ779320,CCR5
JQ779321,CCR5
JQ779322,CCR5
JQ779323,CCR5
JQ779324,CCR5
JQ779884,CCR5
JQ779885,CCR5
JQ779886,CCR5
JQ779887,CCR5
JQ779888,CCR5
JQ779889,CCR5
JQ779890,CCR5
JQ779891,CCR5
JQ779893,CCR5
JQ779895,CCR5
JQ779896,CCR5
JQ779897,CCR5
JQ779898,CCR5
JQ779899,CCR5
JQ779900,CCR5
JQ779901,CCR5
JQ779902,CCR5
JQ779903,CCR5
JQ779904,CCR5
JQ779905,CCR5
JQ779906,CCR5
JQ779907,CCR5
JQ779908,CCR5
JQ779909,CCR5
JQ779910,CCR5
JQ779911,CCR5
JQ779912,CCR5
JQ779913,CCR5
JX140645,CCR5
JX140646,CCR5
JX140647,CCR5
JX140650,CXCR4
JX140651,CCR5
JX140652,CCR5
JX140653,CCR5
JX140654,CCR5
JX140655,CCR5
JX140656,CCR5
JX140657,CCR5
JX140658,CCR5
JX140659,CCR5
JX140660,CCR5
JX140661,CCR5
JX140662,CCR5
JX140663,CCR5
JX140664,CCR5
JX140665,CCR5
JX140666,CCR5
JX140667,CCR5
JX140668,CCR5
JX140669,CCR5
JX140671,CCR5
JX140672,CCR5
JX140673,CCR5
JX140674,CCR5
JX140675,CCR5
JX140676,CCR5
JX140677,CCR5
JX140679,CCR5
JX441855,CCR5
JX441856,CCR5
JX447346,CCR5
JX447986,CCR5
JX448026,CCR5
JX508855,CCR5
JX508856,CCR5
JX508857,CCR5
JX508858,CCR5
JX508859,CCR5
JX508860,CCR5
JX508861,CXCR4
JX508862,CCR5
JX508863,CCR5
JX508864,CCR5
JX508865,CCR5
JX508866,CCR5
JX508867,CCR5
JX508868,CCR5
JX508869,CCR5
JX508870,CCR5
JX508871,CCR5
JX508872,CCR5
JX508873,CCR5
JX508874,CCR5
JX508875,CCR5
JX508876,CCR5
JX508877,CCR5
JX508878,CCR5
JX508879,CCR5
JX508880,CCR5
JX508881,CCR5
JX508882,CCR5
JX508883,CCR5
JX508884,CCR5
JX508885,CCR5
JX512900,CCR5
JX535766,CCR5
JX535767,CCR5
JX535768,CXCR4
JX535770,CXCR4
JX535771,CXCR4
JX535772,CCR5
JX535773,CCR5
JX535774,CCR5
JX535775,CCR5
JX535776,CCR5
JX535778,CCR5
JX535779,CCR5
JX535780,CXCR4
JX535781,CCR5
JX535782,CCR5
JX535783,CCR5
JX535787,CXCR4
JX535788,CCR5
JX535789,CCR5
JX535790,CCR5
JX535791,CCR5
JX535792,CXCR4
JX535796,CCR5
JX535798,CCR5
JX535799,CCR5
JX535800,CCR5
JX535802,CCR5
JX535803,CCR5
JX535807,CCR5
JX972238,CCR5
JX972239,CCR5
JX972240,CCR5
JX972241,CCR5
JX972242,CCR5
JX972243,CCR5
JX972244,CCR5
JX972245,CCR5
JX972246,CCR5
JX972247,CCR5
JX972248,CCR5
JX972249,CCR5
JX972390,CCR5
JX972391,CCR5
JX972392,CCR5
JX972393,CCR5
JX972395,CCR5
JX972396,CCR5
JX972397,CCR5
JX972398,CCR5
JX972399,CCR5
JX972400,CCR5
JX972401,CCR5
JX972402,CCR5
JX972403,CCR5
JX972404,CCR5
JX972405,CCR5
JX972406,CCR5
JX972407,CCR5
JX972408,CCR5
JX972409,CCR5
JX972410,CCR5
JX972455,CCR5
JX972456,CCR5
JX972457,CCR5
JX972458,CCR5
JX972459,CCR5
JX972460,CCR5
JX972461,CCR5
JX972462,CCR5
JX972463,CCR5
JX972464,CCR5
JX972465,CCR5
JX972466,CCR5
JX972467,CCR5
JX972468,CCR5
JX972469,CCR5
JX972470,CCR5
JX972471,CCR5
JX972472,CCR5
JX972473,CCR5
JX972474,CCR5
JX972475,CCR5
JX972476,CCR5
JX972477,CCR5
JX972478,CCR5
JX972479,CCR5
JX972480,CCR5
JX972481,CCR5
JX972482,CCR5
JX972483,CCR5
JX972484,CCR5
JX972485,CCR5
JX972486,CCR5
JX972487,CCR5
JX972838,CCR5
JX972839,CCR5
JX972840,CCR5
JX972841,CCR5
JX972842,CCR5
JX972843,CCR5
JX972844,CCR5
JX972845,CCR5
JX972931,CCR5
JX972932,CCR5
JX972933,CCR5
JX972934,CCR5
JX972935,CCR5
JX972936,CCR5
JX972937,CCR5
JX972938,CCR5
JX972939,CCR5
JX972940,CCR5
JX972941,CCR5
JX972942,CCR5
JX972943,CCR5
JX972944,CCR5
JX972945,CCR5
JX972946,CCR5
JX972947,CCR5
JX972948,CCR5
JX972949,CCR5
JX972950,CCR5
JX972951,CCR5
JX972952,CCR5
JX972953,CCR5
JX972954,CCR5
JX972955,CCR5
JX972956,CCR5
JX972957,CCR5
JX972958,CCR5
JX972959,CCR5
JX972960,CCR5
JX972961,CCR5
JX972962,CCR5
JX972963,CCR5
JX972964,CCR5
JX972986,CCR5
JX972987,CCR5
JX972988,CCR5
JX972989,CCR5
JX972990,CCR5
JX972991,CCR5
JX972992,CCR5
JX972993,CCR5
JX972994,CCR5
JX972995,CCR5
JX972996,CCR5
JX972997,CCR5
JX972998,CCR5
JX973075,CCR5
JX973076,CCR5
JX973077,CCR5
JX973078,CCR5
JX973079,CCR5
JX973080,CCR5
JX973081,CCR5
JX973082,CCR5
JX973083,CCR5
JX973084,CCR5
JX973085,CCR5
JX973086,CCR5
JX973087,CCR5
JX973088,CCR5
JX973089,CCR5
JX973090,CCR5
JX973091,CCR5
JX973092,CCR5
JX973093,CCR5
JX973094,CCR5
JX973095,CCR5
JX973096,CCR5
JX973097,CCR5
JX973098,CCR5
JX973099,CCR5
JX973100,CCR5
JX973101,CCR5
JX973171,CCR5
JX973172,CCR5
JX973173,CCR5
JX973174,CCR5
JX973175,CCR5
JX973176,CCR5
JX973177,CCR5
JX973178,CCR5
JX973179,CCR5
JX973180,CCR5
JX973234,CCR5
JX973235,CCR5
JX973236,CCR5
JX973237,CCR5
JX973238,CCR5
JX973239,CCR5
JX973240,CCR5
JX973241,CCR5
JX973242,CCR5
JX973243,CCR5
JX973244,CCR5
JX973245,CCR5
JX973246,CCR5
JX973247,CCR5
JX973248,CCR5
JX973249,CCR5
JX973250,CCR5
JX973251,CCR5
JX973252,CCR5
JX973253,CCR5
JX973254,CCR5
JX973255,CCR5
JX973256,CCR5
JX973257,CCR5
JX973258,CCR5
JX973259,CCR5
JX973260,CCR5
JX973261,CCR5
JX973262,CCR5
JX973263,CCR5
JX973264,CCR5
JX973265,CCR5
JX973266,CCR5
JX973267,CCR5
JX973268,CCR5
JX973269,CCR5
JX973270,CCR5
K02013,CXCR4
K03454,CXCR4
K03455,CXCR4
KC112997,CCR5
KC112999,CCR5
KC113001,CCR5
KC113002,CCR5
KC113004,CCR5
KC113005,CCR5
KC113006,CCR5
KC113007,CCR5
KC113008,CCR5
KC113009,CCR5
KC113010,CCR5
KC156114,CCR5
KC156115,CCR5
KC156116,CCR5
KC156117,CCR5
KC156118,CCR5
KC156119,CCR5
KC156120,CCR5
KC156121,CCR5
KC156122,CCR5
KC156123,CCR5
KC156124,CCR5
KC156125,CCR5
KC156126,CCR5
KC156127,CCR5
KC156128,CCR5
KC156129,CCR5
KC156130,CCR5
KC156212,CCR5
KC156213,CCR5
KC156214,CCR5
KC156215,CCR5
KC156216,CCR5
KC156217,CCR5
KC156218,CCR5
KC156219,CCR5
KC156220,CCR5
KC156221,CCR5
KC156222,CCR5
KC156223,CCR5
KC156224,CCR5
KC156225,CCR5
KC156226,CCR5
KC156227,CCR5
KC156228,CCR5
KC156229,CCR5
KC156230,CCR5
KC156231,CCR5
KC156232,CCR5
KC156233,CCR5
KC156234,CCR5
KC156235,CCR5
KC156237,CCR5
KC156238,CCR5
KC156239,CCR5
KC156240,CCR5
KC156241,CCR5
KC156242,CCR5
KC156243,CCR5
KC156244,CCR5
KC156245,CCR5
KC156246,CCR5
KC156247,CCR5
KC156248,CCR5
KC156249,CCR5
KC156250,CCR5
KC156251,CCR5
KC156269,CCR5
KC156270,CCR5
KC156271,CCR5
KC156272,CCR5
KC156273,CCR5
KC156274,CCR5
KC156275,CCR5
KC156277,CCR5
KC156278,CCR5
KC156279,CCR5
KC156280,CCR5
KC156281,CCR5
KC156282,CCR5
KC156283,CCR5
KC156284,CCR5
KC156285,CCR5
KC156286,CCR5
KC156287,CCR5
KC156288,CCR5
KC156289,CCR5
KC156290,CCR5
KC156291,CCR5
KC156292,CCR5
KC156293,CCR5
KC156294,CCR5
KC156295,CCR5
KC156296,CCR5
KC156318,CCR5
KC156319,CCR5
KC156320,CCR5
KC156321,CCR5
KC156322,CCR5
KC156323,CCR5
KC156324,CCR5
KC156325,CCR5
KC156326,CCR5
KC156327,CCR5
KC156328,CCR5
KC156329,CCR5
KC156330,CCR5
KC156331,CCR5
KC156332,CCR5
KC156333,CCR5
KC156334,CCR5
KC156335,CCR5
KC156336,CCR5
KC156337,CCR5
KC156338,CCR5
KC156339,CCR5
KC156340,CCR5
KC156341,CCR5
KC156342,CCR5
KC156343,CCR5
KC156372,CCR5
KC156373,CCR5
KC156374,CCR5
KC156375,CCR5
KC156376,CCR5
KC156377,CCR5
KC156378,CCR5
KC156379,CCR5
KC156381,CCR5
KC156383,CCR5
KC156384,CCR5
KC156385,CCR5
KC156386,CCR5
KC156387,CCR5
KC156388,CCR5
KC156389,CCR5
KC156390,CCR5
KC156391,CCR5
KC156392,CCR5
KC156393,CCR5
KC156394,CCR5
KC156395,CCR5
KC156396,CCR5
KC156397,CCR5
KC156398,CCR5
KC156399,CCR5
KC156400,CCR5
KC156401,CCR5
KC156431,CCR5
KC156432,CCR5
KC156433,CCR5
KC156434,CCR5
KC156435,CCR5
KC156436,CCR5
KC156437,CCR5
KC156438,CCR5
KC156439,CCR5
KC156440,CCR5
KC156441,CCR5
KC156442,CCR5
KC156443,CCR5
KC156444,CCR5
KC156445,CCR5
KC156446,CCR5
KC156447,CCR5
KC156448,CCR5
KC156449,CCR5
KC156450,CCR5
KC156451,CCR5
KC156452,CCR5
KC156453,CCR5
KC156454,CCR5
KC156455,CCR5
KC156456,CCR5
KC156457,CCR5
KC156458,CCR5
KC156460,CCR5
KC156461,CCR5
KC156462,CCR5
KC156464,CCR5
KC156465,CCR5
KC156466,CCR5
KC156467,CCR5
KC156468,CCR5
KC156469,CCR5
KC156470,CCR5
KC156471,CCR5
KC312367,CCR5
KC312368,CCR5
KC312369,CCR5
KC312370,CCR5
KC312371,CCR5
KC312372,CCR5
KC312373,CCR5
KC312374,CCR5
KC312375,CCR5
KC312376,CCR5
KC312377,CCR5
KC312378,CCR5
KC312379,CCR5
KC312380,CCR5
KC312381,CCR5
KC312382,CCR5
KC312383,CCR5
KC312384,CCR5
KC312385,CCR5
KC312386,CCR5
KC312387,CCR5
KC312388,CCR5
KC312389,CCR5
KC312390,CCR5
KC312391,CCR5
KC312392,CCR5
KC312393,CCR5
KC312394,CCR5
KC312395,CCR5
KC312396,CCR5
KC312397,CCR5
KC312398,CCR5
KC312467,CCR5
KC312468,CCR5
KC312469,CCR5
KC312470,CCR5
KC312471,CCR5
KC312472,CCR5
KC312473,CCR5
KC312474,CCR5
KC312475,CCR5
KC312476,CCR5
KC312477,CCR5
KC312478,CCR5
KC312479,CCR5
KC312480,CCR5
KC312481,CCR5
KC312482,CCR5
KC312483,CCR5
KC312484,CCR5
KC312485,CCR5
KC312486,CCR5
KC312487,CCR5
KC312488,CCR5
KC312489,CCR5
KC312490,CCR5
KC312491,CCR5
KC312492,CCR5
KC312493,CCR5
KC312494,CCR5
KC312495,CCR5
KC312496,CCR5
KC312497,CCR5
KC312498,CCR5
KC312499,CCR5
KC312500,CCR5
KC312501,CCR5
KC312502,CCR5
KC312503,CCR5
KC312504,CCR5
KC312505,CCR5
KC312506,CCR5
KC312507,CCR5
KC312508,CCR5
KC312509,CCR5
KC312572,CCR5
KC312573,CCR5
KC312574,CCR5
KC312575,CCR5
KC312576,CCR5
KC312577,CCR5
KC312578,CCR5
KC312579,CCR5
KC312580,CCR5
KC312581,CCR5
KC312582,CCR5
KC312583,CCR5
KC312584,CCR5
KC312585,CCR5
KC312586,CCR5
KC312587,CCR5
KC312588,CCR5
KC312589,CCR5
KC312590,CCR5
KC312591,CCR5
KC312592,CCR5
KC312593,CCR5
KC312594,CCR5
KC312595,CCR5
KC312596,CCR5
KC312597,CCR5
KC312598,CCR5
KC312599,CCR5
KC312600,CCR5
KC473824,CCR5
KC473825,CCR5
KC473826,CCR5
KC473827,CCR5
KC473828,CCR5
KC473829,CCR5
KC473830,CCR5
KC473831,CCR5
KC473832,CCR5
KC473833,CCR5
KC473834,CCR5
KC473835,CCR5
KC473836,CCR5
KC473838,CCR5
KC473840,CCR5
KC473841,CCR5
KC473842,CCR5
KC473843,CCR5
KC473844,CCR5
KC473845,CCR5
KC473846,CCR5
KC492737,CCR5
KC492738,CCR5
KC503852,CCR5
KC503853,CCR5
KC503854,CCR5
KC503855,CCR5
KC596061,CCR5
KC596062,CCR5
KC596063,CCR5
KC596064,CCR5
KC596065,CCR5
KC596066,CCR5
KC596067,CCR5
KC596068,CCR5
KC596069,CCR5
KC596070,CCR5
KC596071,CCR5
KC596072,CCR5
KC596073,CCR5
KC699019,CCR5
KC699021,CCR5
KC699028,CCR5
KC699035,CCR5
KC699036,CCR5
KC822429,CCR5
KF268035,CCR5
KF268037,CCR5
KF268038,CCR5
KF268039,CCR5
KF268040,CCR5
KF268041,CCR5
KF268042,CCR5
KF268043,CCR5
KF268044,CCR5
KF268045,CCR5
KF268046,CCR5
KF268047,CCR5
KF268048,CCR5
KF384798,CCR5
KF384799,CXCR4
KF384800,CXCR4
KF384801,CXCR4
KF384802,CXCR4
KF384803,CCR5
KF384804,CCR5
KF384805,CXCR4
KF384806,CXCR4
KF384807,CCR5
KF384808,CCR5
KF384809,CCR5
KF384810,CCR5
KF384811,CCR5
KF384812,CCR5
KF384813,CCR5
KF384814,CCR5
KF716460,CCR5
KF716461,CCR5
KF716463,CCR5
KF716465,CCR5
KF716466,CCR5
KF716467,CCR5
KF716468,CCR5
KF716469,CCR5
KF716470,CCR5
KF716471,CCR5
KF716472,CCR5
KF716473,CCR5
KF716474,CCR5
KF716475,CCR5
KF716477,CCR5
KF716482,CCR5
KF716483,CCR5
KF716484,CCR5
KF716485,CCR5
KF716486,CCR5
KF716487,CCR5
KF716488,CCR5
KF716489,CCR5
KF716490,CCR5
KF716491,CCR5
KF716492,CCR5
KF716493,CCR5
KF716494,CCR5
KF716495,CCR5
KF716496,CCR5
KF716498,CCR5
KF716499,CCR5
KF716500,CCR5
KF716501,CCR5
KF716502,CCR5
KF716503,CCR5
KF716504,CCR5
KF766537,CCR5
KF766538,CCR5
KF766539,CCR5
KF766540,CXCR4
KF766541,CCR5
KF770287,CCR5
KF770288,CCR5
KF770289,CCR5
KF770290,CCR5
KF770291,CCR5
KF770292,CCR5
KF770293,CCR5
KF770294,CCR5
KF770295,CCR5
KF770296,CCR5
KF770297,CCR5
KF770298,CCR5
KF770299,CCR5
KF770300,CCR5
KF770301,CCR5
KF770302,CCR5
KF770303,CCR5
KF770304,CCR5
KF770305,CCR5
KF770306,CCR5
KF770307,CCR5
KF770308,CCR5
KF770309,CCR5
KF770310,CCR5
KF770311,CCR5
KF770312,CCR5
KF770313,CCR5
KF770314,CCR5
KF770315,CCR5
KF770316,CCR5
KF770317,CCR5
KF770318,CCR5
KF770319,CCR5
KF770320,CCR5
KF770321,CCR5
KF770322,CCR5
KF770323,CCR5
KF770324,CCR5
KF770325,CCR5
KF770326,CCR5
KF770327,CCR5
KF770328,CCR5
KF770329,CCR5
KF770330,CCR5
KF770331,CCR5
KF770332,CCR5
KF770333,CCR5
KF770334,CCR5
KF770335,CCR5
KF770336,CCR5
KF770337,CCR5
KF770338,CCR5
KF770339,CCR5
KF770340,CCR5
KF770341,CCR5
KF770342,CCR5
KF770343,CCR5
KF770344,CCR5
KF770345,CCR5
KF770346,CCR5
KF770347,CCR5
KF770348,CCR5
KF770349,CCR5
KF770350,CCR5
KF770351,CCR5
KF770352,CCR5
KF770353,CCR5
KF770354,CCR5
KF770355,CCR5
KF770356,CCR5
KF770357,CCR5
KF770358,CCR5
KF770359,CCR5
KF770360,CCR5
KF770361,CCR5
KF770362,CCR5
KF770363,CCR5
KF770364,CCR5
KF770365,CCR5
KF770366,CCR5
KF770367,CCR5
KF770368,CCR5
KF770369,CCR5
KF770370,CCR5
KF770371,CCR5
KF770372,CCR5
KF770373,CCR5
KF770374,CCR5
KF770375,CCR5
KF770376,CCR5
KF770377,CCR5
KF770378,CCR5
KF770379,CCR5
KF770380,CCR5
KF770381,CCR5
KF770382,CCR5
KF770383,CCR5
KF770384,CCR5
KF770385,CCR5
KF770386,CCR5
KF770387,CCR5
KF770388,CCR5
KF770389,CCR5
KF770390,CCR5
KF770391,CCR5
KF770392,CCR5
KF770393,CCR5
KF770394,CCR5
KF770396,CCR5
KF770397,CCR5
KF770398,CCR5
KF770399,CCR5
KF770400,CCR5
KF770401,CCR5
KF770402,CCR5
KF770403,CCR5
KF770404,CCR5
KF770405,CCR5
KF770406,CCR5
KF770407,CCR5
KF770408,CCR5
KF770409,CCR5
KF770410,CCR5
KF770411,CXCR4
KF770412,CXCR4
KF770413,CXCR4
KF770414,CXCR4
KF770415,CXCR4
KF770416,CXCR4
KF770417,CXCR4
KF770418,CXCR4
KF770419,CXCR4
KF770420,CXCR4
KF770421,CXCR4
KF770422,CXCR4
KF770423,CXCR4
KF770424,CXCR4
KF770425,CXCR4
KF770426,CXCR4
KF770427,CXCR4
KF770428,CXCR4
KF770429,CXCR4
KF770430,CXCR4
KF770431,CCR5
KF770432,CCR5
KF770433,CCR5
KF770434,CCR5
KF770435,CCR5
KF770436,CCR5
KF770437,CCR5
KF770438,CCR5
KF770439,CCR5
KF770440,CCR5
KF770441,CCR5
KF770442,CCR5
KF770443,CCR5
KF770444,CCR5
KF770445,CCR5
KF770446,CCR5
KF770447,CCR5
KF770448,CCR5
KF770449,CCR5
KF770450,CCR5
KF770451,CCR5
KF770452,CCR5
KF770453,CCR5
KF770454,CCR5
KF770455,CCR5
KF859739,CCR5
KF859740,CCR5
KF859741,CCR5
KF859742,CCR5
KF859743,CCR5
KF859744,CCR5
KF859745,CCR5
KF859746,CCR5
KF985982,CCR5
KF985983,CCR5
KF985984,CCR5
KF985985,CCR5
KF985986,CCR5
KF985987,CCR5
KF985988,CCR5
KF985989,CCR5
KF985990,CCR5
KF985991,CCR5
KF985992,CCR5
KF985993,CCR5
KF985994,CCR5
KF985995,CCR5
KF985996,CCR5
KF985997,CCR5
KF985998,CCR5
KF985999,CCR5
KF986000,CCR5
KF986001,CCR5
KF986002,CCR5
KF986003,CCR5
KF986004,CCR5
KF986005,CCR5
KF986006,CCR5
KF986007,CCR5
KF986008,CCR5
KF986009,CCR5
KF986010,CCR5
KF986011,CCR5
KF986012,CCR5
KF986013,CCR5
KF986014,CCR5
KF986015,CCR5
KF986016,CCR5
KF986017,CCR5
KF986018,CCR5
KF986019,CCR5
KF986020,CCR5
KF986021,CCR5
KF986022,CCR5
KF986023,CCR5
KF986024,CCR5
KF986025,CCR5
KF986026,CCR5
KF986027,CCR5
KF986028,CCR5
KF986029,CCR5
KF986030,CCR5
KF986031,CCR5
KF986032,CCR5
KF986033,CCR5
KF986034,CCR5
KF986035,CCR5
KF986036,CCR5
KF986037,CCR5
KF986038,CCR5
KF986039,CCR5
KF986040,CCR5
KF986041,CCR5
KF986042,CCR5
KF986043,CCR5
KF986044,CCR5
KF986045,CCR5
KF986046,CCR5
KF986047,CCR5
KF986048,CCR5
KF986049,CCR5
KF986050,CCR5
KF986051,CCR5
KF986052,CCR5
KF986053,CCR5
KF986054,CCR5
KF986055,CCR5
KF986056,CCR5
KF986057,CCR5
KF986058,CCR5
KF986059,CCR5
KF986060,CCR5
KF986061,CCR5
KF986062,CCR5
KF986063,CCR5
KF986064,CCR5
KF986065,CCR5
KF986066,CCR5
KF986067,CCR5
KF986068,CCR5
KF986069,CCR5
KF986070,CCR5
KF986071,CCR5
KF986072,CCR5
KF986073,CCR5
KF986074,CCR5
KF986075,CCR5
KF986076,CCR5
KF986077,CCR5
KF986078,CCR5
KF986079,CCR5
KF986080,CCR5
KF986081,CCR5
KF986082,CCR5
KF986083,CCR5
KF986084,CCR5
KF986085,CCR5
KF986086,CCR5
KF986087,CCR5
KF986088,CCR5
KF986089,CCR5
KF986090,CCR5
KF986091,CCR5
KF986092,CCR5
KF986093,CCR5
KF986094,CCR5
KF986095,CCR5
KF986096,CCR5
KF986097,CCR5
KF986098,CCR5
KF986099,CCR5
KF986100,CCR5
KF986101,CCR5
KF986102,CCR5
KF986103,CCR5
KF986104,CCR5
KF986105,CCR5
KF986114,CCR5
KF986115,CCR5
KF986116,CCR5
KF986117,CCR5
KF986118,CCR5
KF986119,CCR5
KF986120,CCR5
KF986121,CCR5
KF986122,CCR5
KF986123,CCR5
KF986124,CCR5
KF986125,CCR5
KF986126,CCR5
KF986127,CCR5
KF986128,CCR5
KF986129,CCR5
KF986130,CCR5
KF986131,CCR5
KF986132,CCR5
KF986133,CCR5
KF986134,CCR5
KF986135,CCR5
KF986136,CCR5
KF986137,CCR5
KF986138,CCR5
KF986139,CCR5
KF986140,CCR5
KF986141,CCR5
KF986142,CCR5
KF986143,CCR5
KF986144,CCR5
KF986145,CCR5
KF986146,CCR5
KF990605,CCR5
KF990608,CCR5
KM217584,CCR5
KM217585,CCR5
KM217586,CCR5
KM217587,CCR5
KM217588,CCR5
KM217589,CCR5
KM217590,CCR5
KM217591,CCR5
KM217592,CCR5
KM217593,CCR5
KM217594,CCR5
KM217595,CCR5
KM217596,CCR5
KM217597,CCR5
KM217598,CCR5
KM217599,CCR5
KM217600,CCR5
KM217601,CCR5
KM217602,CCR5
KM217603,CCR5
KM217604,CCR5
KM217605,CCR5
KM217606,CCR5
KM217607,CCR5
KM217608,CCR5
KM217609,CCR5
KM217610,CCR5
KM217611,CCR5
KM217612,CCR5
KM217613,CCR5
KM217614,CCR5
KM217641,CCR5
KM217642,CCR5
KM217643,CCR5
KM217644,CCR5
KM217645,CCR5
KM217646,CCR5
KM217647,CCR5
KM217648,CCR5
KM217649,CCR5
KM217650,CCR5
KM217651,CCR5
KM217652,CCR5
KM217653,CCR5
KM217654,CCR5
KM217655,CCR5
KM217656,CCR5
KM217657,CCR5
KM217658,CCR5
KM217659,CCR5
KM217660,CCR5
KM217661,CCR5
KM217662,CCR5
KM217663,CCR5
KM217664,CCR5
KM217665,CCR5
KM217666,CCR5
KM217667,CCR5
KM217668,CCR5
KM217669,CCR5
KM217670,CCR5
KM217671,CCR5
KM217672,CCR5
KM217673,CCR5
KM217674,CCR5
KM217675,CCR5
KM217676,CCR5
KM217677,CCR5
KM217678,CCR5
KM217679,CCR5
KM217680,CCR5
